Gene,Gene Length BP
ENSG00000186710.11,927
ENSG00000123064.12,2646
ENSG00000139405.16,810
ENSG00000166578.10,1044
ENSG00000186815.12,2451
ENSG00000089060.11,1755
ENSG00000151176.8,1770
ENSG00000135094.11,987
ENSG00000139410.15,990
ENSG00000089116.4,1209
ENSG00000122965.11,2883
ENSG00000089225.20,1557
ENSG00000135111.16,2172
ENSG00000123066.8,6633
ENSG00000258102.5,378
ENSG00000111412.6,618
ENSG00000135119.14,1335
ENSG00000135116.9,276
ENSG00000174989.13,1797
ENSG00000088992.18,645
ENSG00000135108.14,1887
ENSG00000089250.19,4305
ENSG00000111445.14,1023
ENSG00000176871.8,1215
ENSG00000176834.14,1623
ENSG00000089220.5,564
ENSG00000135090.14,2697
ENSG00000111707.12,987
ENSG00000139767.10,1836
ENSG00000152137.7,591
ENSG00000183273.7,1653
ENSG00000224982.4,330
ENSG00000111725.11,813
ENSG00000122966.16,6210
ENSG00000111737.12,606
ENSG00000089154.11,8016
ENSG00000089157.16,954
ENSG00000089159.16,1776
ENSG00000089163.4,945
ENSG00000170890.14,447
ENSG00000135097.7,1089
ENSG00000111775.3,330
ENSG00000170855.4,231
ENSG00000257218.6,411
ENSG00000111786.9,666
ENSG00000088986.11,270
ENSG00000110871.15,984
ENSG00000022840.16,2436
ENSG00000167272.11,492
ENSG00000157782.9,684
ENSG00000110917.8,879
ENSG00000175970.11,756
ENSG00000122971.9,1239
ENSG00000157837.16,1155
ENSG00000135100.18,1896
ENSG00000157895.11,789
ENSG00000135114.12,1545
ENSG00000089041.17,1788
ENSG00000135124.14,1167
ENSG00000110931.19,1767
ENSG00000089053.13,2268
ENSG00000170633.16,1122
ENSG00000089094.19,4011
ENSG00000276045.3,906
ENSG00000139714.12,723
ENSG00000188735.13,1020
ENSG00000139725.8,636
ENSG00000139718.10,5901
ENSG00000158104.11,1182
ENSG00000110801.14,672
ENSG00000256950.2,258
ENSG00000158023.10,3450
ENSG00000110987.9,633
ENSG00000175727.14,2760
ENSG00000204671.2,495
ENSG00000158113.13,1971
ENSG00000176383.9,1137
ENSG00000284934.1,720
ENSG00000184047.19,720
ENSG00000256861.1,1617
ENSG00000139719.11,1791
ENSG00000130779.20,4284
ENSG00000033030.15,2124
ENSG00000111011.18,1305
ENSG00000184445.12,6630
ENSG00000182782.8,1092
ENSG00000255398.3,1164
ENSG00000196917.6,1041
ENSG00000139726.11,597
ENSG00000130783.14,2055
ENSG00000130787.14,3207
ENSG00000139722.7,858
ENSG00000150967.18,2301
ENSG00000111325.16,1053
ENSG00000182196.13,1266
ENSG00000090975.12,4050
ENSG00000051825.15,3552
ENSG00000130921.8,501
ENSG00000111328.7,348
ENSG00000139697.14,4179
ENSG00000183955.13,1059
ENSG00000150977.10,636
ENSG00000184209.15,741
ENSG00000188026.13,1212
ENSG00000086598.11,606
ENSG00000111364.16,1803
ENSG00000111361.13,918
ENSG00000111358.14,927
ENSG00000168778.12,2094
ENSG00000185344.14,2571
ENSG00000197653.16,13416
ENSG00000119242.8,945
ENSG00000179195.16,786
ENSG00000178882.15,408
ENSG00000196498.13,7545
ENSG00000073060.16,1530
ENSG00000150991.15,2058
ENSG00000150990.8,3474
ENSG00000184992.13,756
ENSG00000081760.17,2019
ENSG00000139364.10,3237
ENSG00000181234.9,3327
ENSG00000139370.12,1734
ENSG00000151948.12,1041
ENSG00000151952.16,3300
ENSG00000111432.4,1746
ENSG00000125207.7,2586
ENSG00000060709.15,3159
ENSG00000111450.14,867
ENSG00000132341.12,651
ENSG00000111452.13,2625
ENSG00000061936.9,2856
ENSG00000198598.6,1812
ENSG00000177169.10,3153
ENSG00000177192.14,1284
ENSG00000183495.14,9372
ENSG00000185163.10,2001
ENSG00000184967.7,1551
ENSG00000182870.13,1812
ENSG00000112787.13,3138
ENSG00000204583.10,480
ENSG00000187848.15,1494
ENSG00000177084.18,6861
ENSG00000176894.10,588
ENSG00000247077.7,870
ENSG00000176915.15,2817
ENSG00000090615.15,4497
ENSG00000072609.17,1995
ENSG00000196458.11,1926
ENSG00000198393.8,1602
ENSG00000198040.10,2217
ENSG00000196387.9,1374
ENSG00000214029.5,1635
ENSG00000256223.6,1722
ENSG00000256825.4,1077
ENSG00000090612.22,2844
ENSG00000227059.7,1140
ENSG00000130538.5,981
ENSG00000198062.15,1638
ENSG00000198445.4,1674
ENSG00000172967.7,1380
ENSG00000215568.9,1725
ENSG00000177663.14,2601
ENSG00000183307.4,1737
ENSG00000069998.12,1182
ENSG00000093072.18,1536
ENSG00000099954.18,3903
ENSG00000182902.14,948
ENSG00000131100.13,681
ENSG00000099968.18,1458
ENSG00000015475.18,726
ENSG00000243156.9,6009
ENSG00000215193.13,918
ENSG00000183785.15,1350
ENSG00000184979.10,1119
ENSG00000274252.1,678
ENSG00000278558.5,1041
ENSG00000275793.1,4920
ENSG00000286175.1,699
ENSG00000283809.1,543
ENSG00000183628.14,663
ENSG00000100033.16,1803
ENSG00000070413.20,1653
ENSG00000100056.12,1431
ENSG00000206203.5,1077
ENSG00000063515.2,618
ENSG00000100075.10,936
ENSG00000070371.16,4923
ENSG00000100084.14,3054
ENSG00000185608.8,621
ENSG00000242259.8,318
ENSG00000070010.19,924
ENSG00000093009.11,1701
ENSG00000184113.9,657
ENSG00000184702.20,1110
ENSG00000284874.1,1137
ENSG00000203618.6,621
ENSG00000184058.14,1488
ENSG00000185838.14,984
ENSG00000215012.9,1095
ENSG00000184470.21,1575
ENSG00000093010.14,816
ENSG00000099889.14,2889
ENSG00000183597.16,831
ENSG00000128191.16,2322
ENSG00000099899.15,1878
ENSG00000099901.17,606
ENSG00000099904.15,2298
ENSG00000040608.14,1422
ENSG00000128185.10,663
ENSG00000161133.16,1077
ENSG00000185252.19,1935
ENSG00000244486.9,2616
ENSG00000099910.17,1905
ENSG00000099917.17,2247
ENSG00000241973.11,6309
ENSG00000099937.11,1500
ENSG00000099940.12,777
ENSG00000099942.13,912
ENSG00000183773.15,1818
ENSG00000099949.21,2523
ENSG00000184436.12,930
ENSG00000099957.16,1326
ENSG00000099960.13,1908
ENSG00000187905.10,1179
ENSG00000133475.17,1710
ENSG00000286102.1,699
ENSG00000274600.1,4920
ENSG00000169635.10,1848
ENSG00000206140.11,1044
ENSG00000183246.6,4920
ENSG00000185651.15,465
ENSG00000161179.14,972
ENSG00000161180.11,1842
ENSG00000128228.5,666
ENSG00000100023.19,1563
ENSG00000100027.16,360
ENSG00000100030.15,1083
ENSG00000100034.14,1365
ENSG00000100038.19,2589
ENSG00000169575.5,438
ENSG00000223350.2,372
ENSG00000211647.1,318
ENSG00000275004.4,1632
ENSG00000169548.3,1629
ENSG00000185686.18,1530
ENSG00000100121.13,678
ENSG00000211672.2,369
ENSG00000254709.8,645
ENSG00000100218.12,1047
ENSG00000128266.9,1068
ENSG00000100228.12,1002
ENSG00000186716.21,3816
ENSG00000128322.7,642
ENSG00000189269.12,690
ENSG00000159496.14,1422
ENSG00000187792.5,1341
ENSG00000128218.8,372
ENSG00000169314.15,447
ENSG00000250479.9,429
ENSG00000099953.10,1467
ENSG00000099956.20,1158
ENSG00000099958.15,708
ENSG00000133460.19,1491
ENSG00000240972.2,348
ENSG00000133433.10,735
ENSG00000099974.8,405
ENSG00000099977.14,357
ENSG00000285762.1,399
ENSG00000276950.5,726
ENSG00000099991.18,6663
ENSG00000099994.11,2469
ENSG00000099998.17,1761
ENSG00000100014.20,3354
ENSG00000258555.6,2736
ENSG00000128271.22,1239
ENSG00000100024.15,1155
ENSG00000138867.16,723
ENSG00000100028.12,381
ENSG00000286070.1,1710
ENSG00000178026.13,948
ENSG00000184571.13,2649
ENSG00000167037.18,3447
ENSG00000206069.6,603
ENSG00000197077.13,5421
ENSG00000100053.10,636
ENSG00000244752.3,618
ENSG00000100068.13,759
ENSG00000100077.15,2067
ENSG00000133454.16,7704
ENSG00000100095.19,3075
ENSG00000128203.7,1110
ENSG00000100099.20,2127
ENSG00000100104.13,1020
ENSG00000100109.17,2514
ENSG00000128294.16,1134
ENSG00000100122.7,759
ENSG00000196431.4,591
ENSG00000169184.6,3963
ENSG00000180957.18,816
ENSG00000183765.22,1632
ENSG00000100209.11,708
ENSG00000159873.10,840
ENSG00000100219.16,1131
ENSG00000100249.4,873
ENSG00000183762.12,1377
ENSG00000186998.16,1332
ENSG00000100263.14,1161
ENSG00000182944.17,1986
ENSG00000185340.15,2046
ENSG00000100276.10,612
ENSG00000100280.16,2850
ENSG00000128250.5,954
ENSG00000100285.10,3063
ENSG00000100296.13,2052
ENSG00000184117.12,855
ENSG00000186575.19,1788
ENSG00000100314.4,648
ENSG00000100319.13,513
ENSG00000184076.13,192
ENSG00000100325.15,2274
ENSG00000100330.16,3597
ENSG00000176635.18,924
ENSG00000128342.5,609
ENSG00000099985.4,759
ENSG00000239282.8,990
ENSG00000099992.16,1527
ENSG00000099995.19,2382
ENSG00000187860.10,2259
ENSG00000099999.15,1134
ENSG00000100003.18,1212
ENSG00000242114.6,501
ENSG00000100012.12,1203
ENSG00000133488.15,1221
ENSG00000214491.8,1194
ENSG00000128242.13,1272
ENSG00000100029.18,1767
ENSG00000185339.9,1284
ENSG00000100036.13,1053
ENSG00000167065.13,567
ENSG00000184792.16,2751
ENSG00000133422.13,3099
ENSG00000253352.9,462
ENSG00000183963.18,2823
ENSG00000198832.10,438
ENSG00000185133.14,1917
ENSG00000100078.4,1530
ENSG00000138942.16,579
ENSG00000182541.18,1917
ENSG00000100100.13,792
ENSG00000100105.18,2064
ENSG00000185721.13,1104
ENSG00000184708.18,2958
ENSG00000198089.16,3729
ENSG00000241878.11,1128
ENSG00000183530.14,6456
ENSG00000100150.20,4719
ENSG00000285404.1,1803
ENSG00000128245.15,741
ENSG00000100170.10,1995
ENSG00000205856.4,756
ENSG00000128253.15,1137
ENSG00000100191.5,1980
ENSG00000128276.10,867
ENSG00000100220.12,1518
ENSG00000184459.8,1524
ENSG00000100225.18,1569
ENSG00000185666.15,1743
ENSG00000100234.11,636
ENSG00000133424.20,2271
ENSG00000175329.13,738
ENSG00000100281.14,1806
ENSG00000100284.21,1479
ENSG00000100292.17,867
ENSG00000100297.16,2205
ENSG00000100302.7,801
ENSG00000198125.13,465
ENSG00000221963.6,1032
ENSG00000128313.2,1302
ENSG00000100320.23,1356
ENSG00000128284.19,1209
ENSG00000100336.17,1056
ENSG00000128335.14,1014
ENSG00000100342.21,1245
ENSG00000100345.22,5883
ENSG00000100348.10,501
ENSG00000100350.14,2055
ENSG00000100353.18,1647
ENSG00000166862.6,972
ENSG00000100360.15,558
ENSG00000100362.13,333
ENSG00000100365.16,1020
ENSG00000100368.14,2694
ENSG00000185264.12,588
ENSG00000128311.14,894
ENSG00000100379.17,894
ENSG00000187045.18,2409
ENSG00000100385.14,1656
ENSG00000133466.14,837
ENSG00000278195.2,1257
ENSG00000128340.15,579
ENSG00000100055.21,1185
ENSG00000166897.15,2463
ENSG00000100060.18,966
ENSG00000100065.15,3099
ENSG00000128283.7,1176
ENSG00000100079.7,399
ENSG00000100083.19,1920
ENSG00000100092.23,2106
ENSG00000285304.1,1818
ENSG00000241360.2,891
ENSG00000100097.12,408
ENSG00000273899.5,642
ENSG00000100106.22,1296
ENSG00000189060.5,585
ENSG00000100116.16,1260
ENSG00000128310.3,1107
ENSG00000100124.15,903
ENSG00000100129.18,1695
ENSG00000100139.13,2592
ENSG00000128346.11,654
ENSG00000100142.16,384
ENSG00000100146.18,1401
ENSG00000100151.16,1248
ENSG00000100156.10,1515
ENSG00000128298.17,1590
ENSG00000184381.20,2421
ENSG00000185022.12,495
ENSG00000198792.13,1224
ENSG00000283900.1,1251
ENSG00000213923.13,1251
ENSG00000168135.4,1338
ENSG00000100196.11,645
ENSG00000100206.10,1023
ENSG00000100211.10,381
ENSG00000100216.6,429
ENSG00000100221.10,609
ENSG00000100226.16,2010
ENSG00000100242.15,2154
ENSG00000100246.13,318
ENSG00000221890.5,1503
ENSG00000183741.12,1239
ENSG00000128383.13,600
ENSG00000179750.16,1149
ENSG00000244509.4,573
ENSG00000284554.2,1161
ENSG00000243811.10,1161
ENSG00000128394.17,1122
ENSG00000239713.9,1155
ENSG00000100298.15,552
ENSG00000100307.13,756
ENSG00000100311.17,726
ENSG00000100316.16,1212
ENSG00000100321.15,702
ENSG00000100324.14,1515
ENSG00000128268.12,1602
ENSG00000100335.15,1392
ENSG00000285025.1,213
ENSG00000128272.14,1056
ENSG00000187051.9,411
ENSG00000100346.18,6672
ENSG00000176177.10,1824
ENSG00000100351.17,993
ENSG00000225528.3,195
ENSG00000133477.17,1503
ENSG00000100354.21,5172
ENSG00000239900.12,1455
ENSG00000284431.1,429
ENSG00000100359.21,2250
ENSG00000196588.19,2901
ENSG00000128285.4,1269
ENSG00000100372.15,924
ENSG00000100380.14,1110
ENSG00000196236.13,1524
ENSG00000172404.5,930
ENSG00000100387.9,327
ENSG00000100393.14,7245
ENSG00000100395.15,2118
ENSG00000100399.16,2289
ENSG00000100401.19,1764
ENSG00000100403.12,2934
ENSG00000167074.15,912
ENSG00000183864.5,1035
ENSG00000100410.8,333
ENSG00000100412.16,2343
ENSG00000100413.17,615
ENSG00000172346.15,462
ENSG00000100417.12,789
ENSG00000100418.8,507
ENSG00000196419.12,1830
ENSG00000100138.15,387
ENSG00000167077.13,3825
ENSG00000100147.13,690
ENSG00000198911.12,3426
ENSG00000234965.2,1194
ENSG00000159958.6,555
ENSG00000100162.15,543
ENSG00000205704.7,324
ENSG00000100167.20,1077
ENSG00000183066.14,930
ENSG00000198951.12,1236
ENSG00000177096.9,780
ENSG00000183172.9,324
ENSG00000184983.11,387
ENSG00000100197.22,1494
ENSG00000100207.18,5883
ENSG00000235568.7,813
ENSG00000189306.11,843
ENSG00000183569.18,945
ENSG00000100227.18,1266
ENSG00000100243.21,906
ENSG00000249222.1,303
ENSG00000128274.17,1062
ENSG00000242247.11,1551
ENSG00000100266.19,1461
ENSG00000100271.17,1272
ENSG00000100290.3,483
ENSG00000100294.13,1173
ENSG00000100300.18,510
ENSG00000100304.13,1935
ENSG00000159307.19,2967
ENSG00000186732.14,981
ENSG00000186976.15,4506
ENSG00000130540.14,855
ENSG00000100341.12,1290
ENSG00000100344.11,1446
ENSG00000100347.15,1410
ENSG00000188677.14,1095
ENSG00000138964.17,996
ENSG00000138944.8,600
ENSG00000188636.4,720
ENSG00000186654.21,1167
ENSG00000248405.10,1695
ENSG00000241484.9,1302
ENSG00000056487.16,1470
ENSG00000093000.19,1407
ENSG00000100364.18,1215
ENSG00000100373.10,864
ENSG00000100376.12,1074
ENSG00000077935.17,3708
ENSG00000128408.9,1149
ENSG00000077942.19,2112
ENSG00000130638.17,1428
ENSG00000188064.10,1050
ENSG00000186951.16,1407
ENSG00000205643.11,372
ENSG00000130943.7,6762
ENSG00000075234.17,1410
ENSG00000075218.19,2220
ENSG00000100416.15,1266
ENSG00000075275.17,9045
ENSG00000075240.17,1737
ENSG00000100422.14,1614
ENSG00000054611.14,1554
ENSG00000219438.9,399
ENSG00000100425.18,3177
ENSG00000100426.7,3516
ENSG00000182858.14,1467
ENSG00000184164.14,1062
ENSG00000198355.5,981
ENSG00000188263.10,1011
ENSG00000138892.11,2505
ENSG00000100427.16,1134
ENSG00000073146.16,3636
ENSG00000073150.14,2034
ENSG00000170638.9,1131
ENSG00000073169.14,2010
ENSG00000128159.12,5460
ENSG00000100429.18,2010
ENSG00000188130.14,1104
ENSG00000185386.15,1095
ENSG00000196576.15,5517
ENSG00000205593.12,1758
ENSG00000100239.16,2799
ENSG00000100241.21,5682
ENSG00000128165.9,447
ENSG00000100253.13,858
ENSG00000100258.18,2124
ENSG00000025770.19,1818
ENSG00000284194.3,801
ENSG00000025708.14,1449
ENSG00000177989.13,762
ENSG00000130487.9,3708
ENSG00000217442.4,267
ENSG00000205560.13,2319
ENSG00000100288.20,1188
ENSG00000008735.14,2475
ENSG00000100299.18,1530
ENSG00000251322.9,5175
ENSG00000100312.11,1266
ENSG00000079974.17,687
ENSG00000177706.9,1755
ENSG00000248767.2,702
ENSG00000197461.13,591
ENSG00000188191.15,1146
ENSG00000164818.16,2568
ENSG00000164828.18,2109
ENSG00000239857.7,984
ENSG00000105963.15,1125
ENSG00000240230.6,273
ENSG00000073067.14,1473
ENSG00000146540.15,585
ENSG00000164849.10,1002
ENSG00000164850.15,1128
ENSG00000178381.12,438
ENSG00000164877.19,2715
ENSG00000164880.16,6573
ENSG00000198517.10,471
ENSG00000164855.16,1242
ENSG00000157778.9,369
ENSG00000225968.7,2487
ENSG00000002822.15,2157
ENSG00000286192.1,468
ENSG00000122687.19,741
ENSG00000106268.15,471
ENSG00000106266.11,1398
ENSG00000106263.18,2445
ENSG00000136213.10,1245
ENSG00000106003.13,1140
ENSG00000106009.16,2466
ENSG00000106012.18,2088
ENSG00000136295.15,1572
ENSG00000174945.13,1497
ENSG00000146535.14,1146
ENSG00000198286.9,3465
ENSG00000146555.19,6642
ENSG00000164916.11,2202
ENSG00000242802.9,2424
ENSG00000157927.17,3228
ENSG00000218823.2,1914
ENSG00000136297.14,813
ENSG00000272968.5,732
ENSG00000146587.18,2145
ENSG00000157954.15,1311
ENSG00000164638.10,1593
ENSG00000182095.14,8907
ENSG00000155034.19,2157
ENSG00000075624.16,1128
ENSG00000075618.18,1482
ENSG00000011275.18,2772
ENSG00000122543.11,330
ENSG00000122674.12,1449
ENSG00000155026.16,2613
ENSG00000122512.16,2589
ENSG00000106305.10,963
ENSG00000086232.13,1893
ENSG00000106346.11,3951
ENSG00000008256.16,1200
ENSG00000178397.13,780
ENSG00000286075.1,780
ENSG00000136238.18,636
ENSG00000164535.15,2019
ENSG00000136240.10,639
ENSG00000136247.14,1035
ENSG00000146576.13,1350
ENSG00000236609.4,1980
ENSG00000205903.7,3015
ENSG00000164631.19,2094
ENSG00000169402.15,2613
ENSG00000146574.15,1449
ENSG00000106392.11,1092
ENSG00000215018.10,3378
ENSG00000164654.16,2628
ENSG00000106399.11,366
ENSG00000219545.11,414
ENSG00000106415.13,1644
ENSG00000003147.19,1452
ENSG00000122584.13,816
ENSG00000189043.10,246
ENSG00000005108.16,4974
ENSG00000106460.19,825
ENSG00000146530.14,4773
ENSG00000226690.8,771
ENSG00000006747.15,2148
ENSG00000122644.13,603
ENSG00000006468.14,1434
ENSG00000136267.13,2415
ENSG00000187546.14,1338
ENSG00000106511.6,915
ENSG00000171243.8,621
ENSG00000106524.9,1326
ENSG00000136261.15,1260
ENSG00000106537.8,615
ENSG00000106541.12,528
ENSG00000173467.9,501
ENSG00000106546.14,2547
ENSG00000071189.21,2874
ENSG00000229937.8,957
ENSG00000048052.21,3210
ENSG00000122691.13,609
ENSG00000146618.3,501
ENSG00000105849.6,1017
ENSG00000173452.14,519
ENSG00000183742.13,2559
ENSG00000105855.10,2310
ENSG00000004846.16,3774
ENSG00000164651.16,1473
ENSG00000105866.15,2355
ENSG00000105877.18,13551
ENSG00000164649.20,1365
ENSG00000136237.19,2193
ENSG00000105889.15,738
ENSG00000136244.12,639
ENSG00000196683.10,168
ENSG00000122591.12,1566
ENSG00000122550.18,1761
ENSG00000136243.17,1272
ENSG00000136235.17,1767
ENSG00000156928.5,705
ENSG00000136231.14,1740
ENSG00000164548.11,849
ENSG00000169193.12,423
ENSG00000188732.11,897
ENSG00000196335.13,3060
ENSG00000122585.8,294
ENSG00000105926.15,1623
ENSG00000105928.16,1491
ENSG00000070882.13,2664
ENSG00000172115.9,318
ENSG00000153790.12,1773
ENSG00000105954.2,591
ENSG00000050344.9,2085
ENSG00000122566.21,1026
ENSG00000122565.19,552
ENSG00000086300.16,606
ENSG00000005020.13,1080
ENSG00000105991.10,1008
ENSG00000105996.7,1131
ENSG00000105997.22,1332
ENSG00000197576.14,963
ENSG00000106004.5,813
ENSG00000106006.6,702
ENSG00000122592.8,693
ENSG00000078399.19,819
ENSG00000257184.3,339
ENSG00000253293.5,1233
ENSG00000005073.6,942
ENSG00000106031.9,1167
ENSG00000106038.13,1224
ENSG00000106049.9,1011
ENSG00000106052.13,2370
ENSG00000153814.13,732
ENSG00000146592.17,1527
ENSG00000255690.3,2436
ENSG00000106066.15,1431
ENSG00000106069.23,1407
ENSG00000176532.4,390
ENSG00000122574.10,1452
ENSG00000136193.17,1245
ENSG00000106080.11,636
ENSG00000106086.20,1560
ENSG00000180354.16,396
ENSG00000180233.11,729
ENSG00000106100.11,2862
ENSG00000006625.18,567
ENSG00000281039.1,312
ENSG00000106105.14,2220
ENSG00000106113.19,1236
ENSG00000241644.2,792
ENSG00000254959.6,426
ENSG00000106125.14,2274
ENSG00000240583.12,810
ENSG00000106128.19,1272
ENSG00000078549.14,1407
ENSG00000164600.7,1014
ENSG00000180347.13,3135
ENSG00000106341.11,468
ENSG00000154678.18,1905
ENSG00000106355.10,276
ENSG00000105778.19,1947
ENSG00000170852.11,1872
ENSG00000122642.11,1713
ENSG00000122643.22,996
ENSG00000164610.9,666
ENSG00000122507.21,2649
ENSG00000164619.10,2058
ENSG00000187258.14,1116
ENSG00000173852.14,2247
ENSG00000164532.11,1344
ENSG00000122557.10,1221
ENSG00000122545.20,1314
ENSG00000122547.11,1710
ENSG00000164542.12,1254
ENSG00000011426.11,3375
ENSG00000136250.12,1728
ENSG00000155849.15,2184
ENSG00000187037.8,918
ENSG00000086288.12,1767
ENSG00000106483.12,1041
ENSG00000086289.12,675
ENSG00000010270.13,705
ENSG00000078053.17,2088
ENSG00000006715.16,2565
ENSG00000106536.21,2076
ENSG00000241127.8,681
ENSG00000006451.8,621
ENSG00000065883.16,4539
ENSG00000168303.9,540
ENSG00000175600.15,1416
ENSG00000122641.11,1281
ENSG00000106571.14,4743
ENSG00000136197.12,1266
ENSG00000106588.11,705
ENSG00000106591.4,567
ENSG00000002746.15,4821
ENSG00000164543.7,1245
ENSG00000106603.19,441
ENSG00000106605.11,891
ENSG00000062582.14,504
ENSG00000270617.1,333
ENSG00000106608.16,2667
ENSG00000078967.13,444
ENSG00000136206.4,1011
ENSG00000136279.20,1296
ENSG00000164708.6,762
ENSG00000122678.17,1485
ENSG00000106624.11,3477
ENSG00000106628.10,1410
ENSG00000106631.8,528
ENSG00000106633.17,1398
ENSG00000106636.8,597
ENSG00000058404.20,1629
ENSG00000015676.18,1086
ENSG00000015520.14,4080
ENSG00000136271.10,1644
ENSG00000158604.15,684
ENSG00000105953.15,3072
ENSG00000122515.15,2763
ENSG00000196262.14,498
ENSG00000105968.19,387
ENSG00000146676.10,939
ENSG00000136286.16,3057
ENSG00000136280.17,1335
ENSG00000136274.9,4689
ENSG00000136270.14,1896
ENSG00000122679.8,447
ENSG00000164742.16,3360
ENSG00000283247.2,564
ENSG00000146678.10,780
ENSG00000146674.15,876
ENSG00000136205.17,4338
ENSG00000158683.8,8550
ENSG00000136273.13,843
ENSG00000164744.13,1074
ENSG00000164746.14,888
ENSG00000183696.14,933
ENSG00000179869.15,15177
ENSG00000218305.4,1665
ENSG00000188730.5,978
ENSG00000042813.8,1056
ENSG00000164500.7,1317
ENSG00000185811.19,1560
ENSG00000132436.11,2025
ENSG00000132437.18,1443
ENSG00000106070.20,1785
ENSG00000106078.19,3786
ENSG00000221900.6,891
ENSG00000132432.14,207
ENSG00000146648.18,3633
ENSG00000132434.9,1353
ENSG00000154978.13,519
ENSG00000154997.9,1299
ENSG00000249773.3,678
ENSG00000178665.16,1332
ENSG00000239789.6,393
ENSG00000146729.10,861
ENSG00000146733.14,678
ENSG00000146731.11,1596
ENSG00000129103.18,963
ENSG00000164776.9,1164
ENSG00000106153.13,456
ENSG00000185290.4,294
ENSG00000185177.12,1575
ENSG00000182111.9,1488
ENSG00000241149.3,1155
ENSG00000214652.6,1500
ENSG00000223614.5,1239
ENSG00000197123.9,1236
ENSG00000234444.10,1284
ENSG00000173041.12,1593
ENSG00000196247.11,2559
ENSG00000197008.9,882
ENSG00000198039.11,1710
ENSG00000152926.15,1452
ENSG00000213462.5,1815
ENSG00000146757.14,1761
ENSG00000196715.7,531
ENSG00000169919.17,1956
ENSG00000126522.17,1395
ENSG00000241258.7,447
ENSG00000169902.15,1113
ENSG00000243335.9,870
ENSG00000284461.2,699
ENSG00000154710.17,1476
ENSG00000106609.16,945
ENSG00000126524.10,753
ENSG00000198874.13,2199
ENSG00000230358.4,1209
ENSG00000158321.18,3780
ENSG00000185274.12,1797
ENSG00000183166.11,660
ENSG00000277149.5,2007
ENSG00000196313.11,2955
