hgnc_symbol,Gene Length BP
LIN7A,702
ACSS3,2061
PPFIA2,3774
CCDC59,726
METTL25,1812
TMTC2,2511
SLC6A15,2193
TSPAN19,747
LRRIQ1,5169
ALX1,981
RASSF9,1308
NTS,513
MGAT4C,1437
C12orf50,1245
C12orf29,978
CEP290,7440
TMTC3,2745
KITLG,822
DUSP6,1146
POC1B,1437
POC1B-GALNT4,1728
GALNT4,1737
ATP2B1,3663
CCER1,1221
EPYC,969
KERA,1059
LUM,1017
DCN,1080
BTG1,516
CLLU1-AS1,306
PLEKHG7,2076
EEA1,4236
NUDT4,546
UBE2N,459
MRPL42,429
SOCS2,597
CRADD,600
PLXNC1,4707
CEP83,2106
TMCC3,1434
NDUFA12,438
NR2C1,1812
FGD6,4293
VEZT,2340
METAP2,1437
USP44,2139
NTN4,1887
SNRPF,261
CCDC38,1692
AMDHD1,1281
HAL,1974
LTA4H,1836
ELK3,1224
CDK17,1572
NEDD1,1983
TMPO,2085
SLC25A3,1089
IKBIP,1134
APAF1,3747
ANKS1B,3747
GARIN6,726
BLTP3B,4395
ACTR6,1191
DEPDC4,885
SCYL2,2790
SLC17A8,1770
NR1H4,1419
GAS2L3,2085
ANO4,2763
SLC5A8,1833
UTP20,8358
ARL1,546
SPIC,747
MYBPC1,3516
CHPT1,1221
SYCP3,711
GNPTAB,3771
DRAM1,717
WASHC3,585
NUP37,981
PARPBP,1740
PMCH,498
IGF1,462
PAH,1359
ASCL1,711
C12orf42,1083
STAB2,7656
NT5DC3,1647
HSP90B1,2412
C12orf73,216
TDG,1233
GLT8D2,1050
HCFC2,2379
NFYB,624
TXNRD1,1500
EID3,1002
CHST11,1059
SLC41A2,1722
NOPCHAP1,558
ALDH1L2,2772
WASHC4,3522
APPL2,1995
C12orf75,192
NUAK1,1986
CKAP4,1809
TCP11L2,1560
POLR3B,3402
RFX4,2208
RIC8B,1683
TMEM263,351
MTERF2,1158
CRY1,1761
ABTB3,3315
PWP1,1506
PRDM4,2406
ASCL4,522
WSCD2,1698
CMKLR1,1116
FICD,1377
SART3,2892
ISCU,504
TMEM119,852
SELPLG,1239
CORO1C,1425
SSH1,3150
DAO,1044
SVOP,1647
USP30,1554
ALKBH2,786
UNG,942
ACACB,7377
FOXN4,1554
MYO1H,3069
KCTD10,942
UBE3B,3207
MMAB,753
MVK,1191
FAM222A,1359
TRPV4,2616
GLTP,630
TCHP,1497
GIT2,2280
ANKRD13A,1773
C12orf76,219
IFT81,2031
ATP2A2,3129
ANAPC7,1800
ARPC3,537
GPN3,855
FAM216A,822
VPS29,549
RAD9B,1290
PPTC7,915
TCTN1,1779
HVCN1,822
PPP1CC,972
CCDC63,1692
MYL2,501
CUX2,4461
SH2B3,1728
ATXN2,3942
BRAP,1779
ACAD10,3180
ALDH2,1554
MAPKAPK5,1422
TMEM116,738
ERP29,786
NAA25,2919
TRAFD1,1749
RPL6,867
PTPN11,1782
RPH3A,2073
OAS1,1245
OAS3,3264
OAS2,2160
DTX1,1863
RASAL1,2415
CFAP73,927
DDX54,2646
RITA1,810
IQCD,1044
TPCN1,2451
SLC8B1,1755
PLBD2,1770
SDS,987
SDSL,990
LHX5,1209
RBM19,2883
TBX5,1557
TBX3,2172
MED13L,6633
MAP1LC3B2,378
SPRING1,618
RNFT2,1335
HRK,276
FBXW8,1797
TESC,645
FBXO21,1887
NOS1,4305
RFC5,1023
WSB2,1215
VSIG10,1623
PEBP1,564
TAOK3,2697
SUDS3,987
SRRM4,1836
HSPB8,591
CCDC60,1653
TMEM233,330
PRKAB1,813
CIT,6210
RAB35,606
GCN1,8016
RPLP0,954
PXN,1776
SIRT4,945
PLA2G1B,447
MSI1,1089
COX6A1,330
TRIAP1,231
GATC,411
SRSF9,666
DYNLL1,270
COQ5,984
RNF10,2436
POP5,492
CABP1,684
MLEC,879
UNC119B,756
ACADS,1239
SPPL3,1155
HNF1A,1896
C12orf43,789
OASL,1545
P2RX7,1788
P2RX4,1167
CAMKK2,1767
ANAPC5,2268
RNF34,1122
KDM2B,4011
ORAI1,906
MORN3,723
TMEM120B,1020
RHOF,636
SETD1B,5901
HPD,1182
PSMD9,672
,258
CFAP251,3450
BCL7A,633
MLXIP,2760
IL31,495
LRRC43,1971
B3GNT4,1137
,720
DIABLO,720
,1617
VPS33A,1791
CLIP1,4284
ZCCHC8,2124
RSRC2,1305
KNTC1,6630
HCAR2,1092
HCAR3,1164
HCAR1,1041
DENR,597
CCDC62,2055
HIP1R,3207
VPS37B,858
ABCB9,2301
OGFOD2,1053
ARL6IP4,1266
PITPNM2,4050
MPHOSPH9,3552
MTRFR,501
CDK2AP1,348
SBNO1,4179
KMT5A,1059
RILPL2,636
SNRNP35,741
RILPL1,1212
TMED2,606
DDX55,1803
EIF2B1,918
GTF2H3,927
TCTN2,2094
ATP6V0A2,2571
DNAH10,13416
CCDC92,945
ZNF664,786
RFLNA,408
NCOR2,7545
SCARB1,1530
UBC,2058
DHX37,3474
BRI3BP,756
AACS,2019
TMEM132B,3237
TMEM132C,3327
SLC15A4,1734
GLT1D1,1041
TMEM132D,3300
FZD10,1746
PIWIL1,2586
RIMBP2,3159
STX2,867
RAN,651
ADGRD1,2625
SFSWAP,2856
MMP17,1812
ULK1,3153
PUS1,1284
EP400,9372
DDX51,2001
NOC4L,1551
GALNT9,1812
FBRSL1,3138
LRCOL1,480
P2RX2,1494
POLE,6861
PXMP2,588
PGAM5,870
ANKLE2,2817
GOLGA3,4497
CHFR,1995
ZNF605,1926
ZNF26,1602
ZNF84,2217
ZNF140,1374
ZNF891,1635
ZNF10,1722
,1077
ZNF268,2844
ANHX,1140
OR11H1,981
POTEH,1638
CCT8L2,1674
XKR3,1380
GAB4,1725
IL17RA,2601
TMEM121B,1737
HDHD5,1182
ADA2,1536
CECR2,3903
SLC25A18,948
ATP6V1E1,681
BCL2L13,1458
BID,726
MICAL3,6009
PEX26,918
TUBA8,1350
USP18,1119
GGTLC3,678
TMEM191B,1041
RIMBP3,4920
FAM246B,699
,543
DGCR6,663
PRODH,1803
DGCR2,1653
ESS2,1431
TSSK2,1077
GSC2,618
SLC25A1,936
CLTCL1,4923
HIRA,3054
MRPL40,621
C22orf39,318
UFD1,924
CDC45,1701
CLDN5,657
SEPTIN5,1110
,1137
GP1BB,621
TBX1,1488
GNB1L,984
RTL10,1095
TXNRD2,1575
COMT,816
ARVCF,2889
TANGO2,831
DGCR8,2322
TRMT2A,1878
RANBP1,606
ZDHHC8,2298
RTN4R,1422
DGCR6L,663
USP41,1077
ZNF74,1935
SCARF2,2616
KLHL22,1905
MED15,2247
PI4KA,6309
SERPIND1,1500
SNAP29,777
CRKL,912
AIFM3,1818
LZTR1,2523
THAP7,930
P2RX6,1326
SLC7A4,1908
LRRC74B,1179
GGT2P,1710
FAM246A,699
RIMBP3B,4920
HIC2,1848
TMEM191C,1044
RIMBP3C,4920
UBE2L3,465
YDJC,972
CCDC116,1842
SDF2L1,666
PPIL2,1563
YPEL1,360
MAPK1,1083
PPM1F,1365
TOP3B,2589
VPREB1,438
IGLV9-49,372
IGLV5-48,318
ZNF280B,1632
ZNF280A,1629
PRAME,1530
GGTLC2,678
IGLV4-3,369
IGLL5,645
RSPH14,1047
GNAZ,1068
RAB36,1002
BCR,3816
IGLL1,642
DRICH1,690
RGL4,1422
ZNF70,1341
VPREB3,372
C22orf15,447
CHCHD10,429
MMP11,1467
SMARCB1,1158
DERL3,708
SLC2A11,1491
MIF,348
GSTT2B,735
DDTL,405
DDT,357
GSTT4,726
CABIN1,6663
SUSD2,2469
GGT5,1761
SPECC1L,3354
SPECC1L-ADORA2A,2736
ADORA2A,1239
UPB1,1155
GUCD1,723
SNRPD3,381
,1710
LRRC75B,948
PIWIL3,2649
SGSM1,3447
LHFPL7,603
KIAA1671,5421
CRYBB3,636
CRYBB2,618
LRP5L,759
GRK3,2067
MYO18B,7704
SEZ6L,3075
ASPHD2,1110
HPS4,2127
SRRD,1020
TFIP11,2514
TPST2,1134
CRYBB1,759
CRYBA4,591
MN1,3963
PITPNB,816
CHEK2,1632
HSCB,708
CCDC117,840
XBP1,1131
C22orf31,873
KREMEN1,1377
EMID1,1332
RHBDD3,1161
EWSR1,1986
GAS2L1,2046
RASL10A,612
AP1B1,2850
RFPL1,954
NEFH,3063
THOC5,2052
NIPSNAP1,855
NF2,1788
CABP7,648
ZMAT5,513
UQCR10,192
ASCC2,2274
MTMR3,3597
HORMAD2,924
LIF,609
OSM,759
CASTOR1,990
TBC1D10A,1527
SF3A1,2382
CCDC157,2259
RNF215,1134
SEC14L2,1212
MTFP1,501
SEC14L3,1203
SEC14L4,1221
SEC14L6,1194
GAL3ST1,1272
PES1,1767
TCN2,1284
SLC35E4,1053
DUSP18,567
OSBP2,2751
MORC2,3099
TUG1,462
SMTN,2823
SELENOM,438
INPP5J,1917
PLA2G3,1530
RNF185,579
LIMK2,1917
PIK3IP1,792
PATZ1,2064
DRG1,1104
EIF4ENIF1,2958
SFI1,3729
PISD,1128
PRR14L,6456
DEPDC5,4719
,1803
YWHAH,741
SLC5A1,1995
C22orf42,756
RFPL2,1137
SLC5A4,1980
RFPL3,867
RTCB,1518
BPIFC,1524
FBXO7,1569
SYN3,1743
TIMP3,636
LARGE1,2271
ISX,738
HMGXB4,1806
TOM1,1479
HMOX1,867
MCM5,2205
RASD2,801
MB,465
APOL6,1032
APOL5,1302
RBFOX2,1356
APOL3,1209
APOL4,1056
APOL2,1014
APOL1,1245
MYH9,5883
TXN2,501
FOXRED2,2055
EIF3D,1647
CACNG2,972
IFT27,558
PVALB,333
NCF4,1020
CSF2RB,2694
TEX33,588
TST,894
KCTD17,894
TMPRSS6,2409
IL2RB,1656
C1QTNF6,837
SSTR3,1257
RAC2,579
CYTH4,1185
ELFN2,2463
MFNG,966
CARD10,3099
CDC42EP1,1176
LGALS2,399
GGA1,1920
SH3BP1,2106
,1818
PDXP,891
LGALS1,408
NOL12,642
TRIOBP,1296
H1-0,585
GCAT,1260
GALR3,1107
ANKRD54,903
EIF3L,1695
MICALL1,2592
C22orf23,654
POLR2F,384
SOX10,1401
PICK1,1248
SLC16A8,1515
BAIAP2L2,1590
PLA2G6,2421
MAFF,495
TMEM184B,1224
TPTEP2-CSNK1E,1251
CSNK1E,1251
KCNJ4,1338
KDELR3,645
DMC1,1023
CBY1,381
TOMM22,429
JOSD1,609
GTPBP1,2010
SUN2,2154
DNAL4,318
NPTXR,1503
CBX6,1239
APOBEC3A,600
APOBEC3B,1149
APOBEC3C,573
,1161
APOBEC3D,1161
APOBEC3F,1122
APOBEC3G,1155
APOBEC3H,552
CBX7,756
PDGFB,726
RPL3,1212
SYNGR1,702
TAB1,1515
MGAT3,1602
MIEF1,1392
,213
ATF4,1056
RPS19BP1,411
CACNA1I,6672
ENTHD1,1824
GRAP2,993
,195
FAM83F,1503
TNRC6B,5172
ADSL,1455
,429
SGSM3,2250
MRTFA,2901
MCHR1,1269
SLC25A17,924
ST13,1110
XPNPEP3,1524
DNAJB7,930
RBX1,327
EP300,7245
L3MBTL2,2118
CHADL,2289
RANGAP1,1764
ZC3H7B,2934
TEF,912
TOB2,1035
PHF5A,333
ACO2,2343
POLR3H,615
CSDC2,462
PMM1,789
DESI1,507
XRCC6,1830
SNU13,387
MEI1,3825
CCDC134,690
SREBF2,3426
SHISA8,1194
TNFRSF13C,555
CENPM,543
SMIM45,324
SEPTIN3,1077
WBP2NL,930
NAGA,1236
PHETA2,780
SMDT1,324
NDUFA6,387
CYP2D6,1494
TCF20,5883
NFAM1,813
RRP7A,843
SERHL2,945
POLDIP3,1266
CYB5R3,906
ATP5MGL,303
A4GALT,1062
ARFGAP3,1551
PACSIN2,1461
TTLL1,1272
BIK,483
MCAT,1173
TSPO,510
TTLL12,1935
SCUBE1,2967
MPPED1,981
EFCAB6,4506
SULT4A1,855
PNPLA5,1290
PNPLA3,1446
SAMM50,1410
PARVB,1095
PARVG,996
SHISAL1,600
RTL6,720
PRR5,1167
PRR5-ARHGAP8,1695
ARHGAP8,1302
PHF21B,1470
NUP50,1407
KIAA0930,1215
UPK3A,864
FAM118A,1074
SMC1B,3708
RIBC2,1149
FBLN1,2112
ATXN10,1428
WNT7B,1050
PPARA,1407
CDPF1,372
PKDREJ,6762
TTC38,1410
GTSE1,2220
TRMU,1266
CELSR1,9045
GRAMD4,1737
CERK,1614
TBC1D22A,1554
TAFA5,399
BRD1,3177
ZBED4,3516
ALG12,1467
CRELD2,1062
PIM3,981
IL17REL,1011
TTLL8,2505
MLC1,1134
MOV10L1,3636
PANX2,2034
TRABD,1131
SELENOO,2010
TUBGCP6,5460
HDAC10,2010
MAPK12,1104
MAPK11,1095
PLXNB2,5517
DENND6B,1758
PPP6R2,2799
SBF1,5682
ADM2,447
MIOX,858
LMF2,2124
NCAPH2,1818
SCO2,801
TYMP,1449
ODF3B,762
KLHDC7B,3708
SYCE3,267
CPT1B,2319
CHKB,1188
MAPK8IP2,2475
ARSA,1530
SHANK3,5175
ACR,1266
RABL2B,687
FAM20C,1755
FOXL3,702
PDGFA,591
PRKAR1B,1146
DNAAF5,2568
SUN1,2109
GET4,984
ADAP1,1125
COX19,273
CYP2W1,1473
C7orf50,585
GPR146,1002
GPER1,1128
ZFAND2A,438
MICALL2,2715
INTS1,6573
MAFK,471
TMEM184A,1242
PSMG3,369
ELFN1,2487
MAD1L1,2157
,468
MRM2,741
NUDT1,471
SNX8,1398
EIF3B,2445
CHST12,1245
LFNG,1140
BRAT1,2466
IQCE,2088
TTYH3,1572
AMZ1,1497
GNA12,1146
CARD11,3465
SDK1,6642
FOXK1,2202
AP5Z1,2424
RADIL,3228
PAPOLB,1914
MMD2,813
RBAK-RBAKDN,732
RBAK,2145
WIPI2,1311
SLC29A4,1593
TNRC18,8907
FBXL18,2157
ACTB,1128
FSCN1,1482
RNF216,2772
OCM,330
CCZ1,1449
RSPH10B,2613
PMS2,2589
AIMP2,963
EIF2AK1,1893
USP42,3951
CYTH3,1200
FAM220A,780
,780
RAC1,636
DAGLB,2019
KDELR2,639
ZDHHC4,1035
INTS15,1350
ZNF853,1980
ZNF316,3015
ZNF12,2094
RSPH10B2,2613
CCZ1B,1449
C1GALT1,1092
COL28A1,3378
MIOS,2628
RPA3,366
UMAD1,414
GLCCI1,1644
ICA1,1452
NXPH1,816
NDUFA4,246
THSD7A,4974
TMEM106B,825
VWDE,4773
,771
SCIN,2148
ARL4A,603
ETV1,1434
DGKB,2415
AGMO,1338
MEOX2,915
SOSTDC1,621
ANKMY2,1326
BZW2,1260
TSPAN13,615
AGR2,528
AGR3,501
AHR,2547
SNX13,2874
PRPS1L1,957
HDAC9,3210
TWIST1,609
FERD3L,501
POLR1F,1017
TMEM196,519
MACC1,2559
ITGB8,2310
ABCB5,3774
SP8,1473
SP4,2355
DNAH11,13551
CDCA7L,1365
RAPGEF5,2193
STEAP1B,738
IL6,639
TOMM7,168
HYCC1,1566
KLHL7,1761
NUP42,1272
GPNMB,1767
MALSU1,705
IGF2BP3,1740
TRA2A,849
CCDC126,423
FAM221A,897
STK31,3060
NPY,294
PALS2,1623
GSDME,1491
OSBPL3,2664
CYCS,318
C7orf31,1773
NPVF,591
NFE2L3,2085
HNRNPA2B1,1026
CBX3,552
SNX10,606
SKAP2,1080
HOXA1,1008
HOXA2,1131
HOXA3,1332
HOXA4,963
HOXA5,813
HOXA6,702
HOXA7,693
HOXA9,819
,339
HOXA10,1233
HOXA11,942
HOXA13,1167
EVX1,1224
HIBADH,1011
TAX1BP1,2370
JAZF1,732
CREB5,1527
TRIL,2436
CPVL,1431
CHN2,1407
PRR15,390
WIPF3,1452
SCRN1,1245
FKBP14,636
PLEKHA8,1560
MTURN,396
ZNRF2,729
NOD1,2862
GGCT,567
,312
GARS1,2220
CRHR2,1236
INMT,792
INMT-MINDY4,426
MINDY4,2274
AQP1,810
GHRHR,1272
ADCYAP1R1,1407
NEUROD6,1014
ITPRID1,3135
PPP1R17,468
PDE1C,1905
LSM5,276
AVL9,1947
KBTBD2,1872
FKBP9,1713
NT5C3A,996
RP9,666
BBS9,2649
BMPER,2058
NPSR1,1116
DPY19L1,2247
TBX20,1344
HERPUD2,1221
SEPTIN7,1314
EEPD1,1710
MATCAP2,1254
ANLN,3375
AOAH,1728
ELMO1,2184
GPR141,918
NME8,1767
SFRP4,1041
EPDR1,675
STARD3NL,705
AMPH,2088
VPS41,2565
POU6F2,2076
YAE1,681
RALA,621
CDK13,4539
MPLKIP,540
SUGCT,1416
INHBA,1281
GLI3,4743
C7orf25,1266
PSMA2,705
MRPL32,567
HECW1,4821
STK17A,1245
COA1,441
BLVRA,891
MRPS24,504
URGCP-MRPS24,333
URGCP,2667
UBE2D4,444
SPDYE1,1011
DBNL,1296
PGAM2,762
POLM,1485
AEBP1,3477
POLD2,1410
MYL7,528
GCK,1398
YKT6,597
CAMK2B,1629
NUDCD3,1086
NPC1L1,4080
DDX56,1644
TMED4,684
OGDH,3072
ZMIZ2,2763
PPIA,498
H2AZ2,387
PURB,939
MYO1G,3057
CCM2,1335
NACAD,4689
TBRG4,1896
RAMP3,447
ADCY1,3360
CCDC201,564
IGFBP1,780
IGFBP3,876
TNS3,4338
PKD1L1,8550
HUS1,843
SUN3,1074
C7orf57,888
UPP1,933
ABCA13,15177
CDC14C,1665
VWC2,978
ZPBP,1056
SPATA48,1317
IKZF1,1560
FIGNL1,2025
DDC,1443
GRB10,1785
COBL,3786
POM121L12,891
SEC61G,207
EGFR,3633
LANCL2,1353
VOPP1,519
SEPTIN14,1299
,678
ZNF713,1332
MRPS17,393
NIPSNAP2,861
PSPH,678
CCT6A,1596
SUMF2,963
PHKG1,1164
CHCHD2,456
NUPR2,294
ZNF479,1575
ZNF716,1488
ZNF722,1155
ZNF727,1500
ZNF735,1239
ZNF679,1236
ZNF736,1284
ZNF680,1593
ZNF107,2559
ZNF138,882
ZNF273,1710
ZNF117,1452
ERV3-1,1815
ZNF92,1761
VKORC1L1,531
GUSB,1956
ASL,1395
CRCP,447
TPST1,1113
KCTD7,870
,699
RABGEF1,1476
TMEM248,945
SBDS,753
TYW1,2199
SPDYE21,1209
AUTS2,3780
GALNT17,1797
CALN1,660
TYW1B,2007
POM121,2955
TRIM74,753
SPDYE8,798
SPDYE9,798
NSUN5,1401
TRIM50,1464
FKBP6,984
FZD9,1776
BAZ1B,4452
BCL7B,609
TBL2,1344
MLXIPL,2559
VPS37D,756
DNAJC30,681
BUD23,846
STX1A,867
ABHD11,948
CLDN3,663
CLDN4,630
METTL27,738
TMEM270,798
ELN,2175
LIMK1,1944
EIF4H,747
LAT2,732
RFC2,1065
CLIP2,3141
GTF2IRD1,2880
GTF2I,2997
NCF1,1173
GTF2IRD2,3336
CASTOR2,990
RCC1L,1395
GTF2IRD2B,3351
SPDYE13,798
SPDYE14,798
SPDYE15,798
TRIM73,753
POM121C,2964
SPDYE5,1209
HIP1,3114
CCL26,285
CCL24,360
RHBDD2,1095
POR,2043
TMEM120A,1032
STYXL1,942
MDH2,1017
SRRM3,1962
HSPB1,618
YWHAG,744
SSC4D,1728
ZP3,1122
DTX2,1869
UPK3B,831
SPDYE16,939
POMZP3,564
SPDYE17,1209
CCDC146,2868
FGL2,1320
GSAP,2565
PTPN12,2343
RSBN1L,2541
TMEM60,402
PHTF2,2256
MAGI2,4368
GNAI1,1065
GNAT3,1065
CD36,1419
SEMA3C,2256
HGF,2187
CACNA2D1,3276
SEMA3E,2328
SEMA3A,2316
SEMA3D,2334
GRM3,2640
ELAPOR2,2589
DMTF1,2283
TMEM243,357
CROT,1839
ABCB4,3861
ABCB1,3843
RUNDC3B,1371
SLC25A40,1017
DBF4,2025
ADAM22,2700
SRI,597
STEAP4,1380
ZNF804B,4050
TEX47,762
STEAP1,1020
STEAP2,1473
CFAP69,2826
FAM237B,420
GTPBP10,1164
CLDN12,735
CDK14,1410
FZD1,1944
MTERF1,1200
AKAP9,11724
CYP51A1,1530
LRRD1,2583
KRIT1,2211
ANKIB1,3270
GATAD1,810
ERVW-1,1617
PEX1,3852
RBM48,1104
FAM133B,744
CDK6,981
SAMD9,4770
SAMD9L,4755
HEPACAM2,1389
VPS50,2895
CALCR,1425
TFPI2,708
GNGT1,225
GNG11,222
BET1,357
COL1A2,4101
CASD1,2394
SGCE,1314
PEG10,978
PPP1R9A,3297
PON1,1068
PON3,1065
PON2,1065
ASB4,1281
PDK4,1236
DYNC1I1,1938
SLC25A13,2028
SEM1,213
DLX6,882
DLX5,870
SDHAF3,378
TAC1,390
ASNS,1686
OCM2,330
LMTK2,4512
BHLHA15,570
TECPR1,3498
BRI3,378
BAIAP2L1,1536
NPTX2,1296
TMEM130,1272
TRRAP,11493
SMURF1,2274
KPNA7,1551
,2055
ARPC1A,1113
ARPC1B,1119
PDAP1,546
BUD31,435
PTCD1,2103
ATP5MF-PTCD1,2250
CPSF4,810
ATP5MF,267
ZNF789,1278
ZNF394,1686
ZKSCAN5,2520
FAM200A,1722
ZNF655,1476
,381
TMEM225B,666
ZSCAN25,1635
CYP3A5,1509
CYP3A7-CYP3A51P,1608
CYP3A7,1512
CYP3A4,1512
CYP3A43,1515
OR2AE1,972
TRIM4,1503
GJC3,840
AZGP1,897
ZKSCAN1,1692
ZSCAN21,1422
ZNF3,1341
COPS6,984
MCM7,2160
AP4M1,1362
TAF6,2034
CNPY4,747
MBLAC1,801
LAMTOR4,300
TRAPPC14,1743
GAL3ST4,1461
GPC2,1740
STAG3,3678
CASTOR3P,492
PVRIG,981
SPDYE3,1650
PILRB,684
PILRA,912
ZCWPW1,1947
MEPCE,2070
PPP1R35,762
SPACDR,621
TSC22D4,1188
NYAP1,2526
AGFG2,1446
SAP25,600
LRCH4,2052
FBXO24,1857
PCOLCE,1350
MOSPD3,708
TFR2,2406
ACTL6B,1281
GNB2,1023
GIGYF1,3108
POP7,423
EPO,582
ZAN,8439
EPHB4,2964
SLC12A9,2745
TRIP6,1431
SRRT,2631
UFSP1,657
ACHE,1845
MUC3A,9972
MUC12,16008
MUC17,13482
TRIM56,2268
SERPINE1,1209
AP1S1,477
VGF,1848
NAT16,1110
MOGAT3,1026
PLOD3,2217
ZNHIT1,465
CLDN15,687
FIS1,459
IFT22,558
COL26A1,1326
CUX1,4518
SH2B2,2028
SPDYE6,1209
PRKRIP1,555
ORAI2,765
ALKBH4,909
LRWD1,1944
POLR2J,354
RASA4B,2412
POLR2J3,348
UPK3BL2,792
SPDYE2,1209
RASA4,2412
,891
UPK3BL1,792
,348
SPDYE2B,1209
POLR2J2,348
FAM185A,1179
FBXL13,2208
LRRC17,1326
ARMC10,927
NAPEPLD,1182
PMPCB,1470
DNAJC2,1866
PSMC2,1302
SLC26A5,2235
RELN,10377
ORC5,1308
LHFPL3,669
KMT2E,5577
SRPK2,2067
PUS7,1986
RINT1,2379
EFCAB10,450
ATXN7L1,2586
CDHR3,2658
SYPL1,780
NAMPT,1476
CCDC71L,708
PIK3CG,3309
PRKAR2B,1257
HBP1,1545
COG5,2583
GPR22,1302
DUS4L,954
DUS4L-BCAP29,1767
BCAP29,726
SLC26A4,2343
CBLL1,1476
SLC26A3,2295
DLD,1530
LAMB1,5361
LAMB4,5286
NRCAM,3915
PNPLA8,2349
THAP5,1188
DNAJB9,672
IMMP2L,528
LRRN3,2127
DOCK4,5901
ZNF277,1353
TMEM168,2094
BMT2,1218
GPR85,1113
SMIM30,180
PPP1R3A,3369
FOXP2,2148
MDFIC,741
TFEC,1044
TES,1266
CAV2,489
CAV1,537
MET,4173
CAPZA2,861
ST7,1665
WNT2,1083
ASZ1,1428
CFTR,4443
CTTNBP2,4992
LSM8,291
ANKRD7,765
KCND2,1893
TSPAN12,918
ING3,1257
CPED1,3081
WNT16,1098
FAM3C,684
PTPRZ1,6948
AASS,2781
FEZF1,1428
CADPS2,3768
RNF133,1131
RNF148,918
TAS2R16,876
SLC13A1,1788
IQUB,2376
NDUFA5,351
ASB15,1767
LMOD2,1644
WASL,1518
HYAL4,1446
SPAM1,1536
TMEM229A,1143
SSU72P8,585
GPR37,1842
LINC03043,273
POT1,1905
GRM8,2727
ZNF800,1995
GCC1,2328
ARF5,543
FSCN3,1497
PAX4,1056
SND1,2733
LRRC4,1962
LEP,504
RBM28,2280
PRRT4,1290
IMPDH1,1800
HILPDA,192
METTL2B,1137
GARIN1A,930
GARIN1B,1035
CALU,948
OPN1SW,1047
CCDC136,3465
FLNC,8079
ATP6V1F,360
ATP6V1FNB,531
IRF5,1497
TNPO3,2772
,1218
TSPAN33,852
SMO,2364
AHCYL2,1836
STRIP2,2505
SMKR1,198
NRF1,1512
UBE2H,552
KLHDC10,1329
TMEM209,1686
SSMEM1,735
CPA2,1260
CPA4,1266
CPA5,1311
CPA1,1260
CEP41,1122
MEST,1008
COPG2,2616
TSGA13,828
KLF14,972
MKLN1,2208
PODXL,1677
PLXNA4,5685
CHCHD3,684
EXOC4,2925
LRGUK,2478
SLC35B4,996
AKR1B1,951
AKR1B10,951
AKR1B15,951
BPGM,780
CALD1,1617
AGBL3,2763
TMEM140,558
CYREN,474
WDR91,2244
STRA8,993
CNOT4,1920
NUP205,6039
STMP1,144
SLC13A4,1881
FAM180A,522
MTPN,357
CHRM2,1401
PTN,507
DGKI,3198
CREB3L2,1563
AKR1D1,981
TRIM24,3153
SVOPL,1479
ATP6V0A4,2523
TMEM213,324
KIAA1549,5805
ZC3HAV1L,903
ZC3HAV1,2709
TTC26,816
UBN2,4044
FMC1,342
FMC1-LUC7L2,1377
LUC7L2,1179
KLRG2,1230
HIPK2,3597
TBXAS1,1605
PARP12,2106
KDM7A,2826
SLC37A3,1485
RAB19,654
MKRN1,1449
DENND2A,3030
ADCK2,1881
NDUFB2,318
BRAF,2301
MRPS33,321
AGK,1269
DENND11,1368
WEE2,1704
SSBP1,447
TAS2R3,951
TAS2R4,900
TAS2R5,900
PRSS37,708
OR9A4,945
CLEC5A,567
TAS2R38,1002
MGAM,8262
MGAM2,7548
PRSS58,726
PRSS1,744
PRSS2,744
EPHB6,3069
TRPV6,2298
TRPV5,2190
LLCFC1,444
KEL,2199
OR9A2,933
OR6V1,942
PIP,441
TAS2R39,1017
TAS2R40,972
GSTK1,681
TMEM139,651
CASP2,1359
CLCN1,2967
FAM131B,1083
ZYX,1719
EPHA1,2931
TAS2R60,957
TAS2R41,924
CTAGE15,2334
TCAF2,2448
CTAGE6,2334
TCAF1,2766
OR2F2,954
OR2F1,954
OR6B1,936
OR2A5,936
OR2A25,933
OR2A12,933
OR2A2,957
OR2A14,933
ARHGEF35,1455
OR2A42,933
OR2A7,933
OR2A1,933
ARHGEF5,4794
NOBOX,1980
TPK1,732
CNTNAP2,3996
C7orf33,534
CUL1,2331
EZH2,2256
PDIA4,1938
ZNF786,2349
ZNF425,2259
ZNF398,1929
ZNF282,2016
ZNF212,1488
ZNF783,1641
ZNF777,2496
ZNF746,1980
KRBA1,3195
ZNF467,1788
ZNF862,3510
ATP6V0E2,246
ACTR3C,633
ZBED10P,711
LRRC61,780
RARRES2,492
REPIN1,1704
ZNF775,1614
,612
GIMAP8,1998
GIMAP7,903
GIMAP4,990
GIMAP6,879
GIMAP2,1014
GIMAP1,921
GIMAP1-GIMAP5,1536
GIMAP5,924
TMEM176B,813
TMEM176A,708
AOC1,2256
KCNH2,3480
NOS3,3612
ATG9B,2775
ABCB8,2157
ASIC3,1596
CDK5,879
SLC4A2,3726
FASTK,1650
TMUB1,741
AGAP3,2736
ASB10,1404
IQCA1L,2457
H2BK1,369
ABCF2-H2BK1,1905
CHPF2,2319
SMARCD3,1413
WDR86,1131
CRYGN,549
RHEB,555
PRKAG2,1710
GALNTL5,1332
GALNT11,1827
KMT2C,14736
XRCC2,843
ACTR3B,1257
DPP6,2598
PAXIP1,3210
